Siniestro,DENUNCIA,Pieza,Tarea,Horas,pieza_normalizada
1233/2021,M342415,calcos pta del der,Reparar,0.30,Otro
1233/2021,M342415,calcos pta tras der,Reparar,0.30,Otro
1233/2021,M342415,calco montante central der,Sustituir,0.30,Otro
1233/2021,M342415,tapa espejo der np,Sustituir,0.00,Otro
1233/2021,M342415,12 coliza pta del del der,Sustituir,0.00,Otro
1233/2021,M342415,12 coliza tras der,Sustituir,0.00,Otro
1233/2021,M342415,goma sup pta del der,Sustituir,0.00,Otro
1251/2021,M343041,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
1251/2021,M343041,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
1251/2021,M343041,farol trasero der,SYC,0.25,Farol Trasero Derecho
1251/2021,M343041,bucheglass tras izq,SYC,0.30,Otro
1251/2021,M343041,bucheglass tras der,SYC,0.30,Otro
1254/2021,M344478,tapa de valija baul,Sustituir,1.00,Tapa de Baul
1254/2021,M344478,cierre de tapa valija sup e inferior,Sustituir,0.25,Otro
1254/2021,M344478,panel trasero cola,Sustituir,6.00,Panel Trasero
1254/2021,M344478,faro de matricula,Sustituir,0.20,Otro
1254/2021,M344478,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
1254/2021,M344478,moldura sup panel trase,Sustituir,0.10,Otro
1254/2021,M344478,farol trasero izq,Sustituir,0.25,Farol Trasero Izquierdo
1254/2021,M344478,farol trasero der,Sustituir,0.25,Farol Trasero Derecho
1254/2021,M344478,guia de paragolpes tras izq,Sustituir,0.20,Otro
1254/2021,M344478,guia de paragolpes tras der,Sustituir,0.20,Otro
1254/2021,M344478,insignia emblema kit tapa valija,Sustituir,0.10,Otro
1254/2021,M344478,piso de baul,Reparar,6.00,Otro
1254/2021,M344478,tapizado baul compl,SYC,0.60,Otro
1254/2021,M344478,guardabarro trasero soldado der,Reparar,5.00,Guardabarro Trasero Derecho
1254/2021,M344478,bisagra de baul izq,Reparar,0.50,Otro
1254/2021,M344478,bisagra de baul der,Reparar,1.00,Otro
1267/2021,M303897,guardabarro delantero izq,Reparar,4.00,Guardabarro Delantero Izquierdo
1267/2021,M303897,puerta delantera des parcial izq,Reparar,4.00,Puerta Delantera Izquierda
1267/2021,M303897,bucheglass del izq,SYC,0.30,Otro
1267/2021,M303897,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
1288/2021,M343069,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
1288/2021,M343069,guardabarro delantero der,Sustituir,1.50,Guardabarro Delantero Derecho
1288/2021,M343069,puerta delan desarme completo der,Reparar,10.00,Puerta Delantera Derecha
1288/2021,M343069,bucheglass del der,Sustituir,0.30,Otro
1288/2021,M343069,tasa del der,Sustituir,0.00,Otro
1288/2021,M343069,guia de paragolpes del der,Sustituir,0.20,Otro
1288/2021,M343069,alineacion,Sustituir,0.00,Otro
1288/2021,M343069,balancear,Sustituir,0.00,Otro
1288/2021,M343069,puerta tras desarme compl der,Reparar,6.00,Puerta Trasera Derecha
1288/2021,M343069,guardabarro trasero soldado der,Reparar,3.00,Guardabarro Trasero Derecho
1288/2021,M343069,paragolpe trasero,Reparar,1.00,Paragolpe Trasero
1288/2021,M343069,farol trasero der,SYC,0.25,Farol Trasero Derecho
1288/2021,M343069,llanta del der,Reparar,1.00,Otro
1288/2021,M343069,rejilla centde parag,Sustituir,0.00,Otro
1288/2021,M343069,insignia emblema del np,Sustituir,0.10,Otro
1288/2021,M343069,cubierta 1757014,Sustituir,0.10,Otro
1288/2021,M343069,faroles delantero der,SYC,0.50,Farol Delantero Derecho
1288/2021,M343069,zocalo der,Reparar,1.00,Zocalo Derecho
1311/2021,M303996,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
1311/2021,M303996,kit pegado,Sustituir,0.00,Otro
1311/2021,M303996,spoiler delantero,Sustituir,0.50,Otro
1311/2021,M303996,rejilla centde parag,Sustituir,0.00,Otro
1311/2021,M303996,caminero der,Sustituir,0.00,Otro
1311/2021,M303996,frente de fibra,Sustituir,2.00,Otro
1311/2021,M303996,panel lateral der latcompl,Sustituir,14.00,Otro
1311/2021,M303996,puerta delan desarme completo der,Sustituir,4.00,Puerta Delantera Derecha
1311/2021,M303996,espejo retrovextelectrico completo der,Sustituir,0.00,Otro
1311/2021,M303996,llanta x2 chapa,Sustituir,0.50,Otro
1311/2021,M303996,cubierta x2 1757014,Sustituir,0.10,Otro
1311/2021,M303996,tasa x4,Sustituir,0.00,Otro
1311/2021,M303996,bucheglass del der,Sustituir,0.30,Otro
1311/2021,M303996,colizas pdel der,Sustituir,0.00,Otro
1311/2021,M303996,12 coliza ext del der,Sustituir,0.20,Otro
1311/2021,M303996,12 coliza int del der,Sustituir,0.20,Otro
1311/2021,M303996,manija puerta del ext der,Sustituir,0.00,Otro
1311/2021,M303996,manija puerta tras ext der,Sustituir,0.00,Otro
1311/2021,M303996,colizas ptras der,Sustituir,0.00,Otro
1311/2021,M303996,techo,Sustituir,8.00,Techo
1311/2021,M303996,tapizado de techo,Sustituir,2.00,Otro
1311/2021,M303996,antena completa,Sustituir,0.30,Otro
1311/2021,M303996,panel lateral izq lat compl,Sustituir,14.00,Otro
1311/2021,M303996,guardabarro delantero izq,Sustituir,1.50,Guardabarro Delantero Izquierdo
1311/2021,M303996,espejo retrovextelectrico izq,Sustituir,0.00,Otro
1311/2021,M303996,capot,Sustituir,1.00,Capot
1311/2021,M303996,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
1311/2021,M303996,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
1311/2021,M303996,moldura conti d espejo izq,Sustituir,0.00,Otro
1311/2021,M303996,colizas pdel izq,Sustituir,0.00,Otro
1311/2021,M303996,12 coliza ext del izq,Sustituir,0.20,Otro
1311/2021,M303996,12 coliza int del izq,Sustituir,0.20,Otro
1311/2021,M303996,colizas ptras izq,Sustituir,0.00,Otro
1311/2021,M303996,cierre de puerta cerradura pdel der,Sustituir,0.00,Otro
1311/2021,M303996,alma de paragolpe delantera espuma,Sustituir,0.50,Otro
1311/2021,M303996,chapa sup de farol del izq,Sustituir,0.30,Otro
1311/2021,M303996,chapa sup de farol del der,Sustituir,0.30,Otro
1311/2021,M303996,soporte sensor d aire,Sustituir,0.30,Otro
1311/2021,M303996,soporte guard del izq,Sustituir,0.30,Otro
1311/2021,M303996,rejilla torpedo izq,Sustituir,0.50,Otro
1311/2021,M303996,calcos move x2,Sustituir,0.00,Otro
1311/2021,M303996,moldura montante centra izq,Sustituir,0.10,Otro
1311/2021,M303996,moldura montante centra der,Sustituir,0.10,Otro
1311/2021,M303996,manija puerta base de manija izq,Sustituir,0.00,Otro
1311/2021,M303996,manija puerta base de manija der,Sustituir,0.00,Otro
1311/2021,M303996,bocina,Sustituir,0.30,Otro
1311/2021,M303996,medio chasis del izq,Reparar,2.00,Otro
1311/2021,M303996,medio chasis del der,Reparar,3.00,Otro
1311/2021,M303996,pasarrueda delantero izq,Reparar,3.00,Otro
1311/2021,M303996,pasarrueda delantero der,Reparar,3.00,Otro
1311/2021,M303996,puerta delantera des parcial izq,Reparar,4.00,Puerta Delantera Izquierda
1311/2021,M303996,paragolpe trasero,Reparar,3.00,Paragolpe Trasero
1311/2021,M303996,refuerzo de techo interiores,Reparar,3.00,Otro
1311/2021,M303996,guardabarro delantero der,Sustituir,1.50,Guardabarro Delantero Derecho
1311/2021,M303996,puerta delantera des parcial der,Reparar,4.00,Puerta Delantera Derecha
1311/2021,M303996,puertas tras des parcial der,Reparar,3.00,Puerta Trasera Derecha
1311/2021,M303996,radiador de agua,SYC,0.80,Otro
1311/2021,M303996,condensador de aa,Sustituir,1.00,Otro
1311/2021,M303996,carga de gas,Sustituir,0.00,Otro
1311/2021,M303996,refrigerante,Sustituir,0.00,Otro
1311/2021,M303996,travesaY=o de susp del,Sustituir,3.00,Otro
1311/2021,M303996,barra direccion der,Sustituir,0.25,Otro
1311/2021,M303996,parrilla de susp del completa izq,SYC,1.00,Otro
1311/2021,M303996,parrilla de susp del completa der,Sustituir,1.00,Otro
1311/2021,M303996,barra estabilizadora,Sustituir,1.00,Otro
1311/2021,M303996,semieje delantero izq,SYC,0.50,Otro
1311/2021,M303996,semieje delantero der,Sustituir,0.50,Otro
1311/2021,M303996,puntero direccion der,Sustituir,0.25,Otro
1311/2021,M303996,amortiguador del izq,SYC,1.00,Otro
1311/2021,M303996,amortiguador del der,Sustituir,1.00,Otro
1311/2021,M303996,caY=o de aire ac1s0820721 comp a cond,Sustituir,0.50,Otro
1311/2021,M303996,encausador aire izq,Sustituir,0.20,Otro
1311/2021,M303996,encausador aire der,Sustituir,0.20,Otro
1311/2021,M303996,bieleta del der,Sustituir,0.25,Otro
1311/2021,M303996,continuacion buche glass 1s0825202,Sustituir,0.20,Otro
1311/2021,M303996,portamaza del der,Sustituir,0.50,Otro
1311/2021,M303996,ruleman de masa,Sustituir,0.50,Otro
1311/2021,M303996,masa deltras del der,Sustituir,0.30,Otro
1311/2021,M303996,alfombra,SYC,1.00,Otro
1311/2021,M303996,asiento delantero izq,SYC,0.60,Otro
1311/2021,M303996,asiento delantero der,SYC,0.60,Otro
1311/2021,M303996,asiento trasero,SYC,0.80,Otro
1311/2021,M303996,escaneo sistema,Sustituir,0.00,Otro
1311/2021,M303996,tapizado baul compl,SYC,0.60,Otro
1311/2021,M303996,puesta en marcha,Reparar,3.00,Otro
1311/2021,M303996,tapa baul hatch,Reparar,2.50,Tapa de Baul
1311/2021,M303996,parabrisas,SYC,2.00,Otro
1311/2021,M303996,panel lateral x 2 compl pintura,Reparar,0.00,Otro
1315/2021,M343353,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
1315/2021,M343353,rejilla centde parag sup,Sustituir,0.00,Otro
1315/2021,M343353,aplique central parag del,Sustituir,0.00,Otro
1315/2021,M343353,rejilla centde parag inf,Sustituir,0.00,Otro
1315/2021,M343353,insignia emblema del,Sustituir,0.10,Otro
1315/2021,M343353,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
1315/2021,M343353,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
1315/2021,M343353,alma de paragolpe delantera np espumas del,Sustituir,0.50,Otro
1315/2021,M343353,broches paragy buches,Sustituir,0.00,Otro
1315/2021,M343353,travesaY=o entrechasis ctapa,Sustituir,3.00,Otro
1315/2021,M343353,radiador de agua,Sustituir,0.80,Otro
1315/2021,M343353,condensador de aa,Sustituir,1.00,Otro
1315/2021,M343353,refrigerante,Sustituir,0.00,Otro
1315/2021,M343353,carga de gas,Sustituir,0.00,Otro
1315/2021,M343353,electroventilador c oporte,Sustituir,0.60,Otro
1315/2021,M343353,multiple de escape protector de,Sustituir,0.50,Otro
1315/2021,M343353,rejilla torpedo continuaciC/n der,Sustituir,0.00,Otro
1315/2021,M343353,frente soldado completo,Reparar,6.00,Otro
1315/2021,M343353,soporte de paragolpe del inf,Reparar,1.50,Otro
1315/2021,M343353,bucheglass del izq,SYC,0.30,Otro
1315/2021,M343353,bucheglass del der,SYC,0.30,Otro
1315/2021,M343353,capot,Sustituir,1.00,Capot
1315/2021,M343353,bisagras capot x2,Reparar,1.00,Otro
1315/2021,M343353,medio chasis del izq,Reparar,2.00,Otro
1315/2021,M343353,medio chasis del der,Reparar,2.00,Otro
1315/2021,M343353,frente inf sop radiador,Reparar,0.00,Otro
1315/2021,M343353,vanos motor,SYC,1.00,Otro
1315/2021,M343353,cablsist electrico,Reparar,1.00,Otro
1315/2021,M343353,guardabarro delantero izq,Reparar,1.00,Guardabarro Delantero Izquierdo
1315/2021,M343353,pasarrueda delantero izq,Reparar,1.00,Otro
1315/2021,M343353,pasarrueda delantero der,Reparar,1.00,Otro
1322/2021,M343989,bucheglass del der,Sustituir,0.30,Otro
1322/2021,M343989,zocalo der,Sustituir,6.00,Zocalo Derecho
1322/2021,M343989,tasa del der,Sustituir,0.00,Otro
1322/2021,M343989,llanta chapa del der,Sustituir,0.50,Otro
1322/2021,M343989,cubierta 1857014,Sustituir,0.10,Otro
1322/2021,M343989,puerta delan desarme completo der,Sustituir,4.00,Puerta Delantera Derecha
1322/2021,M343989,alineacion,Sustituir,0.00,Otro
1322/2021,M343989,balancear,Sustituir,0.00,Otro
1322/2021,M343989,contra zocalo der,Reparar,3.00,Zocalo Derecho
1322/2021,M343989,paragolpe del con accesorios,Reparar,2.00,Paragolpe Delantero
1322/2021,M343989,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
1322/2021,M343989,faroles delantero der,SYC,0.50,Farol Delantero Derecho
1322/2021,M343989,asiento delantero der,SYC,0.60,Otro
1322/2021,M343989,tapizados alfombras burletes der,SYC,1.00,Otro
1328/2021,M339319,guardabarro delantero izq,Reparar,2.00,Guardabarro Delantero Izquierdo
1328/2021,M339319,montante delan izq,Reparar,4.00,Otro
1328/2021,M339319,puerta delan desarme completo izq,Sustituir,5.00,Puerta Delantera Izquierda
1328/2021,M339319,"tirador de pta tapa, val, etc limitador del izq",Sustituir,0.18,Otro
1328/2021,M339319,bisagras puertas delsup izq,Sustituir,0.25,Otro
1328/2021,M339319,bisagras puertas del inf izq,Sustituir,0.25,Otro
1328/2021,M339319,calco montante pdel izq,Sustituir,0.00,Otro
1328/2021,M339319,12 coliza ext del izq,Sustituir,0.00,Otro
1328/2021,M339319,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
1328/2021,M339319,bucheglass del izq,SYC,0.30,Otro
1350/2021,M344324,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
1350/2021,M344324,rejilla centde parag sup,Sustituir,0.10,Otro
1350/2021,M344324,rejilla centde parag inf,Sustituir,0.10,Otro
1350/2021,M344324,moldura cromada rejilla del crej,SYC,0.40,Otro
1350/2021,M344324,bandeja superior paragolpe,Sustituir,0.20,Otro
1350/2021,M344324,insignia emblema del,Sustituir,0.10,Otro
1350/2021,M344324,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
1350/2021,M344324,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
1350/2021,M344324,continuacion buche glass der,Sustituir,0.20,Otro
1350/2021,M344324,bucheglass del der,Sustituir,0.30,Otro
1350/2021,M344324,frente inf sop de rad,Sustituir,2.00,Otro
1350/2021,M344324,capot,Sustituir,1.00,Capot
1350/2021,M344324,radiador de agua,Sustituir,0.80,Otro
1350/2021,M344324,refrigerante,Sustituir,0.00,Otro
1350/2021,M344324,condensador de aa,Sustituir,1.00,Otro
1350/2021,M344324,carga de gas,Sustituir,0.00,Otro
1350/2021,M344324,caY=o de aire acondicionado comp a rad,Sustituir,0.50,Otro
1350/2021,M344324,guia de paragolpes del x2,Sustituir,0.20,Otro
1350/2021,M344324,soporte electro,Sustituir,0.40,Otro
1350/2021,M344324,bisagras capot x2,Reparar,1.00,Otro
1350/2021,M344324,alma de paragolpe delantera,Reparar,1.00,Otro
1350/2021,M344324,medio chasis del cbajada der,Reparar,3.00,Otro
1350/2021,M344324,guardabarro delantero der,Reparar,1.00,Guardabarro Delantero Derecho
1350/2021,M344324,frente superior atornillado,Reparar,2.50,Otro
1350/2021,M344324,deposito lp,SYC,0.20,Otro
1350/2021,M344324,carcaza filtro aire,SYC,0.25,Otro
1350/2021,M344324,soporte faro del izq,Reparar,0.50,Otro
1350/2021,M344324,soporte faro del der,Reparar,0.50,Otro
1350/2021,M344324,medio chasis del cbajada izq,Reparar,1.50,Otro
1350/2021,M344324,guardabarro delantero izq,Reparar,1.00,Guardabarro Delantero Izquierdo
1350/2021,M344324,alineacion del,Sustituir,0.00,Otro
1371/2021,M344475,espejo retrovextelectrico izq,Sustituir,0.40,Otro
1371/2021,M344475,espejo retrovextelectrico der,Sustituir,0.40,Otro
1371/2021,M344475,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
1371/2021,M344475,rejilla der de parag,Sustituir,0.10,Otro
1371/2021,M344475,moldura puerta del izq,Sustituir,0.20,Otro
1371/2021,M344475,moldura de lateral izq,Sustituir,0.10,Otro
1371/2021,M344475,guardabarro delantero der,Reparar,3.00,Guardabarro Delantero Derecho
1371/2021,M344475,bucheglass del der,SYC,0.30,Otro
1371/2021,M344475,puerta corrediza der,Reparar,4.00,Otro
1371/2021,M344475,panel latinfderde fur,Reparar,6.50,Otro
1371/2021,M344475,puerta tras desarme compl izq furgon,Reparar,4.00,Puerta Trasera Izquierda
1371/2021,M344475,guardabarro delantero izq,Reparar,1.30,Guardabarro Delantero Izquierdo
1371/2021,M344475,puerta delan desarme completo izq,Reparar,3.50,Puerta Delantera Izquierda
1371/2021,M344475,bucheglass der tras,SYC,0.30,Otro
1371/2021,M344475,tapizados interiores,SYC,2.00,Otro
1371/2021,M344475,puerta delan desarme completo der,Reparar,2.50,Puerta Delantera Derecha
1371/2021,M344475,paragolpe trasero,Reparar,1.00,Paragolpe Trasero
1371/2021,M344475,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
1371/2021,M344475,faroles delantero der,SYC,0.50,Farol Delantero Derecho
1371/2021,M344475,panel lateral izq,Reparar,3.00,Otro
1371/2021,M344475,pasarrueda trasero der,Reparar,1.50,Otro
1371/2021,M344475,zocalo der,Reparar,3.00,Zocalo Derecho
1371/2021,M344475,fletes,Sustituir,0.00,Otro
1371/2021,M344475,moldura puerta tras der corrediza,Sustituir,0.00,Otro
1382/2021,M345135,faroles delantero der,Sustituir,0.50,Farol Delantero Derecho
1382/2021,M345135,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
1382/2021,M345135,bagueta fender del der,Sustituir,0.40,Otro
1382/2021,M345135,broches jgo fender,Sustituir,0.00,Otro
1382/2021,M345135,guia de paragolpes der,Sustituir,0.20,Otro
1382/2021,M345135,refrigerante,Sustituir,0.00,Otro
1382/2021,M345135,frente soldado completo con bajadas,Reparar,6.00,Otro
1382/2021,M345135,capot,Reparar,7.00,Capot
1382/2021,M345135,guardabarro delantero der,Reparar,3.00,Guardabarro Delantero Derecho
1382/2021,M345135,guardabarro delantero izq,Reparar,2.00,Guardabarro Delantero Izquierdo
1382/2021,M345135,condensador de aa,SYC,1.00,Otro
1382/2021,M345135,carga de gas,Sustituir,0.00,Otro
1382/2021,M345135,careta,SYC,0.50,Otro
1382/2021,M345135,alma de paragolpe delantera,Reparar,2.00,Otro
1382/2021,M345135,pasarrueda delantero der,Reparar,2.00,Otro
1382/2021,M345135,vanos motor der,SYC,1.00,Otro
1382/2021,M345135,caY=o entrada faire,Reparar,0.50,Otro
1382/2021,M345135,bisagras capot izq,Reparar,0.30,Otro
1382/2021,M345135,bisagras capot der,Reparar,0.30,Otro
1382/2021,M345135,paragolpe del con accesorios,Reparar,5.00,Paragolpe Delantero
1400/2021,M340579,bucheglass tras der,Sustituir,0.30,Otro
1400/2021,M340579,insignia uno,Sustituir,0.00,Otro
1400/2021,M340579,insignia 14,Sustituir,0.00,Otro
1400/2021,M340579,insignia way,Sustituir,0.20,Otro
1400/2021,M340579,spoiler tras moldura central,Sustituir,0.50,Otro
1400/2021,M340579,paragolpe trasero,Sustituir,1.00,Paragolpe Trasero
1400/2021,M340579,sensores parag tras,SYC,1.00,Otro
1400/2021,M340579,tapizado baul der porta bandeja,Sustituir,0.20,Otro
1400/2021,M340579,panel trasero,Reparar,4.00,Panel Trasero
1400/2021,M340579,piso de baul,Reparar,4.00,Otro
1400/2021,M340579,tapa baul hatch,Reparar,3.00,Tapa de Baul
1400/2021,M340579,farol trasero izq,SYC,0.25,Farol Trasero Izquierdo
1400/2021,M340579,farol trasero der,SYC,0.25,Farol Trasero Derecho
1400/2021,M340579,bucheglass izq,SYC,0.30,Otro
1400/2021,M340579,rejilla de aereacion der,Sustituir,0.20,Otro
1400/2021,M340579,guardabarro trasero soldado der,Reparar,1.00,Guardabarro Trasero Derecho
1400/2021,M340579,pasarueda trasero der,Reparar,2.00,Otro
1425/2021,M342433,guardabarro delantero der,Sustituir,1.50,Guardabarro Delantero Derecho
1425/2021,M342433,puerta delan desarme completo der,Sustituir,4.00,Puerta Delantera Derecha
1425/2021,M342433,zocalo taller,Sustituir,6.00,Otro
1425/2021,M342433,paragolpe delantero,SYC,1.00,Paragolpe Delantero
1425/2021,M342433,faroles delantero izq,SYC,0.50,Farol Delantero Izquierdo
1425/2021,M342433,faroles delantero der,SYC,0.50,Farol Delantero Derecho
1425/2021,M342433,asiento delantero der,SYC,0.60,Otro
1425/2021,M342433,tathzados alfombras burletes der,SYC,2.00,Otro
1425/2021,M342433,espejo retrovisor ext manual der,Reparar,0.00,Otro
1425/2021,M342433,montante delan der,Reparar,2.50,Otro
1425/2021,M342433,contra zocalo,Reparar,1.00,Otro
1425/2021,M342433,bucheglass del der,SYC,0.30,Otro
1434/2021,M343290,paragolpe del con accesorios,Sustituir,2.00,Paragolpe Delantero
1434/2021,M343290,spoiler delantero,Sustituir,0.50,Otro
1434/2021,M343290,bandeja inf paragolpe,Sustituir,0.15,Otro
1434/2021,M343290,frente atornillado completo pl stico,Sustituir,4.00,Otro
1434/2021,M343290,faroles delantero izq,Sustituir,0.50,Farol Delantero Izquierdo
1434/2021,M343290,faroles delantero der,SYC,0.50,Farol Delantero Derecho
1434/2021,M343290,guia de paragolpes izq,Sustituir,0.20,Otro
1434/2021,M343290,guia de paragolpes der,Sustituir,0.20,Otro
1434/2021,M343290,mangon radi inferior,Sustituir,0.30,Otro
1434/2021,M343290,bocina,Sustituir,0.30,Otro
1434/2021,M343290,radiador de agua,Sustituir,0.80,Otro
1434/2021,M343290,refrigerante,Sustituir,0.00,Otro
1434/2021,M343290,condensador de aa,Sustituir,1.00,Otro
1434/2021,M343290,carga de gas,Sustituir,0.00,Otro
1434/2021,M343290,bucheglass izq,Sustituir,0.30,Otro
1434/2021,M343290,plastico cubre correas der,Sustituir,0.20,Otro
1434/2021,M343290,rejilla centde parag,Sustituir,0.10,Otro
1434/2021,M343290,bagueta embellece pgpe,Sustituir,0.40,Otro
1434/2021,M343290,caY=os aire acond,Reparar,3.00,Otro
1434/2021,M343290,broches buche,Sustituir,0.00,Otro
1434/2021,M343290,guardabarro delantero izq,Reparar,3.00,Guardabarro Delantero Izquierdo
