Siniestro,DENUNCIA,Pieza,Tarea,Horas
19398/2020,M324579,LARGUERO DE CHASIS DELANTERO IZQ                 ,Reparar,8.00
19398/2020,M324579,LARGUERO DE CHASIS DELANTERO DER                 ,Reparar,6.00
19398/2020,M324579,PATA DE MOTOR DER                 ,Sustituir,0.25
19398/2020,M324579,CA¥O AIRE ACONDICIONADO comp a cond         ,Sustituir,0.50
19398/2020,M324579,REJILLA TORPEDO                     ,SYC,0.50
19398/2020,M324579,CABL. SIST. ELECTRICO de camineros        ,Sustituir,1.00
19398/2020,M324579,SUSP. DEL.                     ,SYC,3.00
19398/2020,M324579,PUERTA DELANTERA DES. PARCIAL izq                 ,Reparar,1.00
19398/2020,M324579,SPOILER DELANTERO babero np           ,Sustituir,0.00
19398/2020,M324579,TAPA DE ENGANCHE PARAG. DEL np                  ,Sustituir,0.00
19398/2020,M324579,APLIQUE CENTRAL PARAG. baguta np           ,Sustituir,0.00
19398/2020,M324579,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
19398/2020,M324579,REJILLA CENT.DE PARAG. superior np         ,Sustituir,0.00
19398/2020,M324579,CORREA/S alternador          ,Sustituir,0.25
19414/2020,M323367,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
19414/2020,M323367,SPOILER DELANTERO                     ,Sustituir,0.50
19414/2020,M323367,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
19414/2020,M323367,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
19414/2020,M323367,FRENTE SOLDADO COMPLETO                     ,Reparar,6.00
19414/2020,M323367,RADIADOR DE AGUA                     ,SYC,0.80
19414/2020,M323367,CONDENSADOR DE A/A                     ,SYC,1.00
19414/2020,M323367,CARGA DE GAS                     ,Sustituir,0.00
19414/2020,M323367,CARETA                     ,Sustituir,0.50
19414/2020,M323367,REFRIGERANTE                     ,Sustituir,0.00
19414/2020,M323367,INSIGNIA - EMBLEMA del                 ,Sustituir,0.10
19414/2020,M323367,"REJILLA IZQ, DE PARAG. np                  ",Sustituir,0.00
19414/2020,M323367,BUCHEGLASS np. del. IZQ        ,Sustituir,0.30
19414/2020,M323367,BUCHEGLASS del DER             ,SYC,0.30
19414/2020,M323367,GUARDABARRO/S DELANTERO/S IZQ                 ,Reparar,3.00
19414/2020,M323367,GUARDABARRO/S DELANTERO/S DER                 ,Reparar,1.00
19414/2020,M323367,FENDER DEL. (IZQ./DER.) DER                 ,SYC,0.30
19414/2020,M323367,FENDER DEL. (IZQ./DER.) np IZQ              ,Sustituir,0.30
19414/2020,M323367,TAPIZADO DE TECHO                     ,SYC,2.00
19414/2020,M323367,TECHO                     ,Reparar,5.00
19414/2020,M323367,PARABRISAS                     ,Sustituir,2.00
19414/2020,M323367,KIT PEGADO                     ,Sustituir,0.00
19414/2020,M323367,REJILLA TORPEDO                     ,SYC,0.50
19414/2020,M323367,ALINEACION                     ,Sustituir,0.00
19414/2020,M323367,CIERRE DE ESPOLON                     ,Sustituir,0.25
19414/2020,M323367,CAPOT                     ,Sustituir,1.00
19414/2020,M323367,MEDIO CHASIS DEL. IZQ                 ,Reparar,2.00
19414/2020,M323367,VANOS MOTOR                     ,SYC,1.00
19414/2020,M323367,BISAGRAS CAPOT x2                  ,Reparar,1.00
19425/2020,M325413,PUERTA TRAS.  DESARME COMPL. DER                 ,Sustituir,5.00
19425/2020,M325413,GUARDABARRO TRASERO SOLDADO DER                 ,Sustituir,8.00
19425/2020,M325413,PARAGOLPE TRASERO para sensores       ,Sustituir,1.00
19425/2020,M325413,GUIA DE PARAGOLPES tras. DER           ,Sustituir,0.20
19425/2020,M325413,LLANTA A REPARAR aleacion            ,Sustituir,0.50
19425/2020,M325413,BUCHEGLASS tras. DER           ,Sustituir,0.30
19425/2020,M325413,GOTERO DE TECHO goma DER            ,Sustituir,0.25
19425/2020,M325413,ALINEACION control tras.       ,Sustituir,0.00
19425/2020,M325413,ZOCALO DER                 ,Reparar,3.00
19425/2020,M325413,PASARRUEDA TRASERO DER                 ,Reparar,4.00
19425/2020,M325413,PUERTA DELANTERA DES. PARCIAL DER                 ,Reparar,4.00
19425/2020,M325413,TAPIZADO DE TECHO                     ,SYC,2.00
19425/2020,M325413,LUNETA TRAS.                     ,SYC,1.00
19425/2020,M325413,TAPIZADO DER                 ,SYC,2.00
19425/2020,M325413,ASIENTO TRASERO                     ,SYC,0.80
19425/2020,M325413,TAPIZADO BAUL COMPL.                     ,SYC,0.60
19425/2020,M325413,ASIENTO DELANTERO DER                 ,SYC,0.60
19425/2020,M325413,FAROL TRASERO DER                 ,SYC,0.25
19465/2020,M324829,GUARDABARRO/S DELANTERO/S DER                 ,Sustituir,1.50
19465/2020,M324829,MONTANTE DELAN.(LAT.COMP.) DER                 ,Sustituir,5.00
19465/2020,M324829,PUERTA DELAN. DESARME COMPLETO DER                 ,Sustituir,4.00
19465/2020,M324829,BUCHEGLASS DER                 ,Sustituir,0.30
19465/2020,M324829,PARRILLA DE SUSP. DEL. DER                 ,Sustituir,1.00
19465/2020,M324829,ROTULAS DER                 ,Sustituir,0.00
19465/2020,M324829,SEMIEJE DELANTERO DER                 ,Sustituir,0.50
19465/2020,M324829,PORTAMAZA DER                 ,Sustituir,0.50
19465/2020,M324829,RULEMAN DE MASA DER                 ,Sustituir,0.50
19465/2020,M324829,AMORTIGUADOR DEL. DER                 ,Sustituir,1.00
19465/2020,M324829,TASA/S DER                 ,Sustituir,0.00
19465/2020,M324829,LLANTA DER                 ,Sustituir,0.50
19465/2020,M324829,CUBIERTA FIRESTONE 1757013 furesto DER ,Sustituir,0.10
19465/2020,M324829,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
19465/2020,M324829,REJILLA CENT.DE PARAG.                     ,Sustituir,0.10
19465/2020,M324829,REJILLA DER. DE PARAG. n.p                 ,Sustituir,0.10
19465/2020,M324829,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
19465/2020,M324829,FRENTE INF.                     ,Sustituir,2.00
19465/2020,M324829,PARABRISAS                     ,Sustituir,2.00
19465/2020,M324829,TABLERO COMPLETO                     ,SYC,6.00
19465/2020,M324829,TAPIZADO                     ,SYC,2.00
19465/2020,M324829,SUSP. DEL. DERECHA                     ,SYC,3.00
19465/2020,M324829,TREN DELANTERO alineaci¢n          ,Sustituir,0.00
19465/2020,M324829,CALCOS pta del DER         ,Sustituir,0.00
19465/2020,M324829,BARRA TENSORA DEL DER barra tensora DER   ,Sustituir,0.50
19465/2020,M324829,BUJES BARRA TENSORA bujes tensora DER   ,Sustituir,0.00
19465/2020,M324829,CORREA/S accesorio           ,Sustituir,0.25
19465/2020,M324829,VANOS MOTOR                     ,SYC,1.00
19465/2020,M324829,PISO DEL. DER                 ,Reparar,5.00
19465/2020,M324829,PASARUEDA CON TORRE exterior der        ,Reparar,6.00
19465/2020,M324829,ZOCALO DER                 ,Reparar,6.00
19465/2020,M324829,FRENTE SOLDADO COMPLETO                     ,Reparar,5.00
19465/2020,M324829,GUARDABARRO/S DELANTERO/S izq                 ,Reparar,2.00
19465/2020,M324829,CA¥O DE ESCAPE                     ,SYC,1.00
19465/2020,M324829,CHICOTE                     ,Reparar,4.00
19465/2020,M324829,POLEA BOMBA DIRECCION                     ,Sustituir,0.50
19465/2020,M324829,CAJA DE CAMBIO revisar             ,Reparar,3.00
19465/2020,M324829,SACAR/COLOCAR MOTOR                     ,SYC,6.00
19465/2020,M324829,CANISTER                     ,Sustituir,0.25
19465/2020,M324829,REFRIGERANTE                     ,Sustituir,0.00
19465/2020,M324829,PUERTA TRAS.  DESARME COMPL. der                 ,Reparar,3.00
19465/2020,M324829,CONDENSADOR DE A/A                     ,SYC,1.00
19465/2020,M324829,CARGA DE GAS                     ,Sustituir,0.00
19465/2020,M324829,JGO GOMA BARRA ESTABILIZAD.                     ,Sustituir,0.00
19465/2020,M324829,FLEXIBLE FRENO DEL der                 ,Sustituir,0.25
19465/2020,M324829,BARRA ESTABILIZADORA                     ,Sustituir,1.00
19465/2020,M324829,MEDIO CHASIS DEL. der                 ,Reparar,7.00
19465/2020,M324829,PATA DE MOTOR der                 ,Sustituir,0.25
19465/2020,M324829,GOMA PARABRISAS                     ,Sustituir,0.00
19465/2020,M324829,BISAGRA PTA DEL dos der             ,Sustituir,0.25
19465/2020,M324829,CAMINERO der                 ,Sustituir,0.00
19465/2020,M324829,ESPEJO RETROVISOR EXT. der                 ,Sustituir,0.00
19465/2020,M324829,SE¥ALERO/S LATERAL/ES der                 ,Sustituir,0.25
19465/2020,M324829,GUIA DE PARAGOLPES der                 ,Sustituir,0.20
19465/2020,M324829,CAZOLETA DEL. / TRAS. der                 ,Sustituir,0.20
19465/2020,M324829,RADIADOR DE AGUA                     ,Sustituir,0.80
19465/2020,M324829,GRAPODINA .                   ,Sustituir,0.00
19465/2020,M324829,CARTER                     ,Sustituir,1.00
19465/2020,M324829,ACEITE MULTI. (NAFTA)                     ,Sustituir,0.00
19465/2020,M324829,GUIA DE PARAGOLPES izq                 ,Sustituir,0.20
19465/2020,M324829,PASARRUEDA  DELANTERO int der             ,Reparar,6.00
19473/2020,M319596,CAPOT .                   ,Sustituir,1.00
19473/2020,M319596,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
19473/2020,M319596,GUIA DE PARAGOLPES del x2              ,Sustituir,0.20
19473/2020,M319596,FAROL/ES DELANTERO/S valeo IZQ           ,Sustituir,0.50
19473/2020,M319596,GUARDABARRO/S DELANTERO/S  IZQ                ,Sustituir,1.50
19473/2020,M319596,BUCHEGLASS del n/p IZQ         ,Sustituir,0.30
19473/2020,M319596,DEPOSITO L.P.                     ,Sustituir,0.20
19473/2020,M319596,ALMA DE PARAGOLPE DELANTERA                     ,Reparar,1.50
19473/2020,M319596,ALOJ. FARO DEL . (DER./IZQ) Chapa sup IZQ       ,Reparar,1.00
19473/2020,M319596,PUERTA DELANTERA DES. PARCIAL parcial IZQ         ,Reparar,0.00
19473/2020,M319596,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
19483/2020,M325080,PARAGOLPE TRASERO                     ,Reparar,2.00
19483/2020,M325080,FAROL TRASERO DER                 ,SYC,0.25
19483/2020,M325080,PUERTA TRAS.  DESARME COMPL. DER                 ,Reparar,7.00
19483/2020,M325080,PUERTA DELAN. DESARME COMPLETO DER                 ,Reparar,3.00
19483/2020,M325080,ZOCALO DER                 ,Reparar,2.00
19487/2020,M324599,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
19487/2020,M324599,CARETA                     ,Sustituir,0.50
19487/2020,M324599,REJILLA CENT.DE PARAG.                     ,Sustituir,0.00
19487/2020,M324599,CAMINERO DER                 ,Sustituir,0.00
19487/2020,M324599,FRENTE ATORNILLADO COMPLETO                     ,Reparar,4.00
19487/2020,M324599,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
19487/2020,M324599,FAROL/ES DELANTERO/S DER                 ,SYC,0.50
19487/2020,M324599,CAPOT                     ,Reparar,2.00
19487/2020,M324599,GUARDABARRO/S DELANTERO/S IZQ                 ,Reparar,1.00
19487/2020,M324599,GUARDABARRO/S DELANTERO/S DER                 ,Reparar,1.00
19487/2020,M324599,MEDIO CHASIS DEL. IZQ                 ,Reparar,2.00
19487/2020,M324599,MEDIO CHASIS DEL. DER                 ,Reparar,2.00
19487/2020,M324599,BISAGRAS CAPOT x2                  ,Reparar,1.00
19487/2020,M324599,BUCHEGLASS del IZQ             ,SYC,0.30
19487/2020,M324599,BUCHEGLASS del DER             ,Sustituir,0.30
19487/2020,M324599,ALMA DE PARAGOLPE DELANTERA                     ,Sustituir,0.50
19487/2020,M324599,GUIA DE PARAGOLPES del DER             ,Sustituir,0.20
19487/2020,M324599,RADIADOR DE AGUA                     ,SYC,0.80
19487/2020,M324599,CONDENSADOR DE A/A                     ,SYC,1.00
19487/2020,M324599,REFRIGERANTE                     ,Sustituir,0.00
19487/2020,M324599,CARGA DE GAS                     ,Sustituir,0.00
19488/2020,M324873,CAPOT                     ,Sustituir,1.00
19488/2020,M324873,FRENTE SOLDADO COMPLETO                     ,Sustituir,6.00
19488/2020,M324873,TRAVESA¥O ENTRECHASIS                     ,Sustituir,3.00
19488/2020,M324873,MEDIO CHASIS DEL. IZQ                 ,Reparar,4.00
19488/2020,M324873,MEDIO CHASIS DEL. DER                 ,Reparar,2.00
19488/2020,M324873,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
19488/2020,M324873,REJILLA CENT.DE PARAG.                     ,Sustituir,0.00
19488/2020,M324873,CARETA                     ,Sustituir,0.50
19488/2020,M324873,MOLDURA CROMADA DE CARETA .                   ,Sustituir,0.25
19488/2020,M324873,INSIGNIA - EMBLEMA del                 ,Sustituir,0.00
19488/2020,M324873,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
19488/2020,M324873,GUARDABARRO/S DELANTERO/S DER                 ,Sustituir,1.50
19488/2020,M324873,VANOS MOTOR                     ,SYC,1.00
19488/2020,M324873,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
19488/2020,M324873,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
19488/2020,M324873,SOPORTE ELECTRO                     ,Sustituir,0.40
19488/2020,M324873,RADIADOR DE AGUA                     ,Sustituir,0.80
19488/2020,M324873,CARGA DE GAS                     ,Sustituir,0.00
19488/2020,M324873,BISAGRAS CAPOT IZQ                 ,Sustituir,0.25
19488/2020,M324873,BISAGRAS CAPOT DER                 ,Sustituir,0.25
19488/2020,M324873,PASARRUEDA  DELANTERO IZQ y sop.          ,Reparar,4.00
19488/2020,M324873,PASARRUEDA  DELANTERO DER y sop.          ,Reparar,2.00
19488/2020,M324873,ALINEACION                     ,Sustituir,0.00
19488/2020,M324873,SUSP. DEL.                     ,SYC,2.00
19488/2020,M324873,REJILLA TORPEDO                     ,Sustituir,0.50
19488/2020,M324873,REJILLA TORPEDO continuaci¢n IZQ    ,Sustituir,0.50
19488/2020,M324873,PIPA DE ADMISION entrada             ,Sustituir,0.00
19488/2020,M324873,CONDENSADOR DE A/A                     ,Sustituir,1.00
19488/2020,M324873,BUCHEGLASS del IZQ             ,SYC,0.30
19488/2020,M324873,BUCHEGLASS del DER             ,SYC,0.30
19488/2020,M324873,GUIA DE PARAGOLPES del IZQ             ,Sustituir,0.20
19488/2020,M324873,GUIA DE PARAGOLPES del DER             ,Sustituir,0.20
19488/2020,M324873,"REJILLA IZQ, DE PARAG.                     ",Sustituir,0.00
19488/2020,M324873,CA¥O DE AIRE ACONDICIONADO                     ,Reparar,2.00
19488/2020,M324873,SOPORTE DE BATERIA .                   ,Reparar,1.50
19488/2020,M324873,PUERTA DELANTERA DES. PARCIAL izq                 ,Reparar,1.00
19488/2020,M324873,ESCANEO SISTEMA                     ,Sustituir,0.00
19488/2020,M324873,PUERTA DELANTERA DES. PARCIAL der                 ,Reparar,1.00
19556/2020,M325201,PARAGOLPE TRASERO                     ,Sustituir,1.00
19556/2020,M325201,FAROL TRASERO IZQ                 ,SYC,0.25
19556/2020,M325201,FAROL TRASERO guard. DER          ,Sustituir,0.25
19556/2020,M325201,FAROL TRASERO pargolpe IZQ        ,Sustituir,0.25
19556/2020,M325201,ALMA PARAGOLPE TRAS                     ,Sustituir,0.50
19556/2020,M325201,SOP.TRAS.ALMA DE PARAG IZQ                 ,Sustituir,0.20
19556/2020,M325201,SOP.TRAS.ALMA DE PARAG DER                 ,Sustituir,0.20
19556/2020,M325201,TAPA DE CAJA PICK UP                     ,Reparar,4.00
19556/2020,M325201,PANEL TRASERO                     ,Reparar,4.00
19556/2020,M325201,PANEL LATERAL IZQ                 ,Reparar,3.00
19556/2020,M325201,PANEL LATERAL DER                 ,Reparar,2.00
19556/2020,M325201,PISADERA TRAS.DER.                     ,Sustituir,0.00
19556/2020,M325201,PISADERA TRAS.IZQ.                     ,Sustituir,0.00
19556/2020,M325201,PISADERA TRAS.CENTRAL .                   ,Sustituir,0.50
19556/2020,M325201,INSIGNIA wingle3             ,Sustituir,0.20
19556/2020,M325201,INSIGNIA gesta wall          ,Sustituir,0.20
19556/2020,M325201,PROTECTOR DE CAJA y lona              ,SYC,2.00
19556/2020,M325201,FAROL TRASERO GUARD DER           ,Sustituir,0.00
19556/2020,M325201,FAROL TRASERO paragolpes DER      ,Sustituir,0.25
19564/2020,M323832,GUARDABARRO/S DELANTERO/S IZQ                 ,Reparar,2.00
19564/2020,M323832,PARAGOLPE DEL CON ACCESORIOS                     ,Reparar,3.00
19564/2020,M323832,FAROL/ES DELANTERO/S IZQ                 ,SYC,0.50
19564/2020,M323832,BUCHEGLASS del IZQ             ,SYC,0.30
19579/2020,M318245,FAROL TRASERO DER                 ,Sustituir,0.25
19579/2020,M318245,PUERTA DELANTERA DES. PARCIAL DER                 ,Reparar,5.00
19579/2020,M318245,PUERTA LAT. CORREDIZA DER                 ,Reparar,5.00
19579/2020,M318245,LATERAL CAJA                     ,Reparar,5.00
19579/2020,M318245,ZOCALO DER                 ,Reparar,2.00
19579/2020,M318245,GUARDABARRO/S DELANTERO/S DER                 ,Reparar,2.00
19579/2020,M318245,FLETES                     ,Sustituir,0.00
19707/2020,M324582,AIRBAG IZQ                 ,Sustituir,1.00
19707/2020,M324582,AIRBAG DER                 ,Sustituir,1.00
19707/2020,M324582,RULO AIRBAG IZQ rulo airbag IZQ     ,Sustituir,0.00
19707/2020,M324582,DISPARADOR AIRBAG modulo              ,Sustituir,0.40
19707/2020,M324582,TABLERO COMPLETO                     ,Sustituir,6.00
19707/2020,M324582,CINTO SEGURIDAD IZQ                 ,Sustituir,0.50
19707/2020,M324582,CINTO SEGURIDAD DER                 ,Sustituir,0.50
19707/2020,M324582,PARABRISAS                     ,Sustituir,2.00
19707/2020,M324582,KIT PEGADO                     ,Sustituir,0.00
19707/2020,M324582,BISAGRAS CAPOT IZQ                 ,Sustituir,0.25
19707/2020,M324582,BISAGRAS CAPOT DER                 ,Sustituir,0.25
19707/2020,M324582,FRENTE SOLDADO COMPLETO con bajadas         ,Sustituir,6.00
19707/2020,M324582,SONDA LAMBDA                     ,Sustituir,0.15
19707/2020,M324582,MANGON RADI. superior            ,Sustituir,0.30
19707/2020,M324582,MANGON RADI. inferior            ,Sustituir,0.30
19707/2020,M324582,SOPORTE DE PARAGOLPE DEL. ca¤o                ,Sustituir,0.50
19707/2020,M324582,CIERRE DE ESPOLON inferior            ,Sustituir,0.25
19707/2020,M324582,CIERRE DE ESPOLON superior            ,Sustituir,0.00
19707/2020,M324582,PATA DE MOTOR IZQ                 ,Sustituir,0.25
19707/2020,M324582,BATERIA 40a                 ,Sustituir,0.30
19707/2020,M324582,BAGUETA fender del IZQ      ,Sustituir,0.40
19707/2020,M324582,BAGUETA fender del DER      ,Sustituir,0.40
19707/2020,M324582,GUARDABARRO/S DELANTERO/S IZQ                 ,Sustituir,1.50
19707/2020,M324582,GUARDABARRO/S DELANTERO/S DER                 ,Reparar,2.00
19707/2020,M324582,CAPOT                     ,Sustituir,1.00
19707/2020,M324582,FAROL/ES DELANTERO/S IZQ                 ,Sustituir,0.50
19707/2020,M324582,FAROL/ES DELANTERO/S DER                 ,Sustituir,0.50
19707/2020,M324582,BUCHEGLASS IZQ                 ,Sustituir,0.30
19707/2020,M324582,BUCHEGLASS DER                 ,SYC,0.30
19707/2020,M324582,FRENTE INF. sop.rad             ,Sustituir,2.00
19707/2020,M324582,PARAGOLPE DEL CON ACCESORIOS                     ,Sustituir,2.00
19707/2020,M324582,CARETA                     ,Sustituir,0.50
19707/2020,M324582,3 ARO CARETA 3 Aro careta        ,Sustituir,0.00
